MaSV,tenSV,namsinh,diachi,sodienthoai,cmnd,kỳ một,kỳ hai,kỳ ba,kỳ bốn,Kỳ sau
974,Emily Wilson,2001-10-09,"Gò Vấp , TPHCM",088136-5263,5.22531E+11,8,6,5,5,5
975,Ahmed Hassan,2002-10-08,"Gò Vấp , TPHCM",089626-0433,1.36529E+11,7,7,7,9,5
976,Sarah Kim,2001-03-20,"Gò Vấp , TPHCM",082642-6412,8.01991E+11,8,5,9,9,7
977,Lukas Becker,2002-12-19,"Gò Vấp , TPHCM",080900-9035,4.94371E+11,5,8,6,5,10
978,Sofia Lopez,2004-05-29,"Gò Vấp , TPHCM",089731-1860,6.14626E+11,6,7,7,8,6
979,Alexander Müller,2002-07-27,"Gò Vấp , TPHCM",080029-9757,2.91801E+11,9,7,7,6,8
980,Isabella Rossi,2004-08-23,"Gò Vấp , TPHCM",080034-0660,5.6387E+11,9,7,8,10,8
981,Liam Brown,2002-08-01,"Gò Vấp , TPHCM",088612-3042,1.80425E+11,7,8,5,5,7
982,Leila Ali,2003-10-08,"Gò Vấp , TPHCM",083700-8379,8.18273E+11,7,9,10,9,5
983,Chiara Bianchi,2003-02-25,"Gò Vấp , TPHCM",088187-9768,4.62293E+11,8,7,8,7,10
984,Ahmed Al-Sayed,2003-06-18,"Gò Vấp , TPHCM",086755-1187,5.31767E+11,7,9,6,7,8
985,María Fernández,2003-08-15,"Gò Vấp , TPHCM",083203-5499,1.74212E+11,7,9,5,10,5
986,Lucas Martin,2003-03-31,"Gò Vấp , TPHCM",084857-9391,9.22628E+11,7,9,8,10,5
987,Sofia Garcia,2001-12-16,"Gò Vấp , TPHCM",081062-5189,6.34573E+11,9,5,7,5,5
988,Emma Müller,2001-12-21,"Gò Vấp , TPHCM",086856-7944,4.81417E+11,5,9,6,8,9
989,Ali Hassan,2003-11-01,"Gò Vấp , TPHCM",084617-9100,4.47062E+11,10,8,8,5,8
990,Johanna Weber,2001-06-11,"Gò Vấp , TPHCM",088954-1371,9.93744E+11,9,10,6,10,10
991,Matteo Ferrari,2002-02-28,"Gò Vấp , TPHCM",085745-7149,1.24185E+11,9,8,8,10,8
992,Maxime Dubois,2004-02-05,"Gò Vấp , TPHCM",088542-8541,7.56023E+11,9,7,6,5,10
993,Elisa Müller,2003-12-15,"Gò Vấp , TPHCM",081575-1598,3.69872E+11,9,7,8,8,9
994,Lucas Kim,2002-10-11,"Gò Vấp , TPHCM",081479-1087,3.33623E+11,8,10,5,10,6
995,Sofia Rodriguez,2001-02-07,"Gò Vấp , TPHCM",083583-6758,4.64898E+11,9,6,10,9,8
996,William Lee,2003-04-13,"Gò Vấp , TPHCM",086857-9386,8.06652E+11,9,6,8,10,5
997,Emma Johnson,2001-03-13,"Gò Vấp , TPHCM",080043-9310,1.15771E+11,9,10,8,5,10
998,Amir Kaur,2001-01-22,"Gò Vấp , TPHCM",087850-6711,6.80322E+11,10,9,10,8,5
999,Johanna Schmidt,2001-02-16,"Gò Vấp , TPHCM",086648-0511,9.99758E+11,7,9,9,10,9
1000,Matteo Bianchi,2002-01-31,"Gò Vấp , TPHCM",084896-5246,2.54187E+11,10,5,9,10,5
1001,Maria Hernandez,2003-11-28,"Gò Vấp , TPHCM",085476-4398,7.81222E+11,8,6,6,8,10
1002,Youssef Ali,2001-05-24,"Gò Vấp , TPHCM",088256-7155,5.99275E+11,9,8,6,5,6
1003,Anna Müller,2003-05-26,"Gò Vấp , TPHCM",088446-1603,3.92677E+11,8,5,7,5,7
1004,Miguel Rodriguez,2002-03-16,"Gò Vấp , TPHCM",081637-9805,1.81703E+11,6,10,8,8,8
1005,Emily Wilson,2002-04-14,"Gò Vấp , TPHCM",088986-2738,8.4404E+11,8,10,8,10,7
1006,Ahmed Hassan,2004-05-03,"Gò Vấp , TPHCM",085310-6852,5.18265E+11,6,5,6,8,6
1007,Sarah Kim,2000-11-30,"Gò Vấp , TPHCM",080240-2115,1.77934E+11,8,6,8,6,6
1008,Lukas Becker,2004-02-25,"Gò Vấp , TPHCM",089118-6882,3.25508E+11,7,9,10,6,5
1009,Sofia Lopez,2003-05-14,"Gò Vấp , TPHCM",083599-6298,1.22848E+11,6,7,9,7,10
1010,Alexander Müller,2003-06-25,"Gò Vấp , TPHCM",085881-2855,9.18569E+11,7,5,10,10,10
1011,Isabella Rossi,2003-08-29,"Gò Vấp , TPHCM",089734-4368,6.52759E+11,7,9,6,5,5
1012,Liam Brown,2001-04-02,"Gò Vấp , TPHCM",082594-7717,9.03731E+11,7,10,7,9,10
1013,Leila Ali,2003-03-21,"Gò Vấp , TPHCM",082138-3213,5.25403E+11,9,8,10,10,8
1014,Chiara Bianchi,2002-12-15,"Gò Vấp , TPHCM",080731-7324,6.61213E+11,5,9,6,10,6
1015,Ahmed Al-Sayed,2001-10-07,"Gò Vấp , TPHCM",089248-2383,8.62534E+11,8,9,7,8,6
1016,María Fernández,2003-11-27,"Gò Vấp , TPHCM",088821-2800,3.24426E+11,9,10,7,10,8
1017,Lucas Martin,2002-04-16,"Gò Vấp , TPHCM",087935-1179,6.4404E+11,8,7,7,6,10
1018,Sofia Garcia,2003-01-18,"Gò Vấp , TPHCM",081681-7532,6.03161E+11,6,10,6,5,9
1019,Emma Müller,2004-09-12,"Gò Vấp , TPHCM",086402-9351,8.1966E+11,10,6,9,5,6
1020,Ali Hassan,2001-08-29,"Gò Vấp , TPHCM",081712-5625,4.14707E+11,7,8,5,8,6
1021,Johanna Weber,2002-06-19,"Gò Vấp , TPHCM",085193-4414,5.02924E+11,6,6,9,9,7
1022,Matteo Ferrari,2003-10-31,"Gò Vấp , TPHCM",087484-7556,8.57855E+11,5,7,9,5,10
1023,Maxime Dubois,2001-03-08,"Gò Vấp , TPHCM",083594-7298,3.60287E+11,10,9,10,8,8
1024,Elisa Müller,2003-10-08,"Gò Vấp , TPHCM",088097-7336,1.05826E+11,7,6,6,7,10
1025,Lucas Kim,2003-07-26,"Gò Vấp , TPHCM",083998-4697,4.71188E+11,8,8,6,10,9
1026,Sofia Rodriguez,2002-08-09,"Gò Vấp , TPHCM",084059-1016,2.31605E+11,8,8,10,9,10
1027,William Lee,2002-04-26,"Gò Vấp , TPHCM",082266-4148,4.02232E+11,10,6,6,8,8
1028,Emma Johnson,2001-09-20,"Gò Vấp , TPHCM",081784-4188,1.98852E+11,10,10,9,8,10
1029,Amir Kaur,2001-03-19,"Gò Vấp , TPHCM",084660-6203,6.93197E+11,10,9,8,10,8
1030,Johanna Schmidt,2003-08-10,"Gò Vấp , TPHCM",086577-6928,3.93691E+11,10,10,10,6,5
1031,Matteo Bianchi,2003-09-13,"Gò Vấp , TPHCM",080550-2862,1.84573E+11,7,6,6,6,5
1032,Maria Hernandez,2001-01-06,"Gò Vấp , TPHCM",084897-2819,9.57278E+11,8,7,7,7,6
1033,Youssef Ali,2004-11-15,"Gò Vấp , TPHCM",084431-5755,5.81014E+11,7,8,6,8,8
1034,Anna Müller,2003-12-23,"Gò Vấp , TPHCM",083746-7920,4.46168E+11,10,5,9,9,6
1035,Miguel Rodriguez,2002-11-25,"Gò Vấp , TPHCM",080167-2199,5.57379E+11,5,5,9,7,7
1036,Emily Wilson,2001-02-20,"Gò Vấp , TPHCM",082930-3993,1.61683E+11,9,8,8,10,7
1037,Ahmed Hassan,2002-07-06,"Gò Vấp , TPHCM",087936-5912,9.82169E+11,10,6,7,8,5
1038,Sarah Kim,2003-06-22,"Gò Vấp , TPHCM",088445-8813,2.64674E+11,7,9,7,9,9
1039,Lukas Becker,2001-04-22,"Gò Vấp , TPHCM",088500-5342,8.91879E+11,10,9,10,6,8
1040,Sofia Lopez,2001-08-08,"Gò Vấp , TPHCM",088638-1651,6.69746E+11,7,10,5,10,9
1041,Alexander Müller,2003-11-07,"Gò Vấp , TPHCM",086668-8510,6.67665E+11,9,10,10,8,10
1042,Isabella Rossi,2003-12-14,"Gò Vấp , TPHCM",088920-1413,4.66116E+11,9,6,8,7,10
1043,Liam Brown,2002-10-20,"Gò Vấp , TPHCM",082237-8410,9.03619E+11,8,10,9,10,8
1044,Leila Ali,2004-02-25,"Gò Vấp , TPHCM",081750-4178,1.65387E+11,10,8,7,7,10
1045,Chiara Bianchi,2001-01-11,"Gò Vấp , TPHCM",089601-8726,2.54167E+11,10,8,7,8,5
1046,Ahmed Al-Sayed,2000-11-30,"Gò Vấp , TPHCM",081915-6307,2.21212E+11,10,5,5,10,6
1047,María Fernández,2001-07-26,"Gò Vấp , TPHCM",083053-9181,4.79738E+11,5,8,7,6,9
1048,Lucas Martin,2004-02-12,"Gò Vấp , TPHCM",087784-8643,2.67003E+11,8,5,6,7,6
1049,Sofia Garcia,2004-06-13,"Gò Vấp , TPHCM",083811-9487,5.47805E+11,5,7,8,7,7
1050,Emma Müller,2000-12-23,"Gò Vấp , TPHCM",082492-3129,7.22965E+11,6,6,6,8,10
1051,Ali Hassan,2002-07-19,"Gò Vấp , TPHCM",081038-3896,8.47249E+11,8,6,10,9,5
1052,Johanna Weber,2003-06-12,"Gò Vấp , TPHCM",080560-5852,8.05073E+11,6,6,6,8,5
1053,Matteo Ferrari,2001-09-07,"Gò Vấp , TPHCM",085033-2938,5.68437E+11,8,6,8,7,8
1054,Sofia Garcia,2003-12-17,"Gò Vấp , TPHCM",089224-9910,7.97796E+11,10,5,5,10,6
1055,Emma Müller,2003-04-16,"Gò Vấp , TPHCM",085078-0065,2.577E+11,6,9,8,7,5
1056,Ali Hassan,2001-04-15,"Gò Vấp , TPHCM",085530-1032,6.45638E+11,10,6,10,10,10
1057,Johanna Weber,2001-10-11,"Gò Vấp , TPHCM",080672-4780,5.38123E+11,5,6,9,9,10
1058,Matteo Ferrari,2001-11-13,"Gò Vấp , TPHCM",086609-4408,2.62598E+11,5,9,10,8,6
1059,Maxime Dubois,2001-07-25,"Gò Vấp , TPHCM",080151-3432,4.65253E+11,9,8,10,5,6
1060,Elisa Müller,2004-03-12,"Gò Vấp , TPHCM",080283-4045,1.29131E+11,7,8,10,8,5
1061,Lucas Kim,2001-05-30,"Gò Vấp , TPHCM",088499-5488,1.86735E+11,8,7,7,6,7
1062,Sofia Rodriguez,2003-09-02,"Gò Vấp , TPHCM",082063-9994,1.40697E+11,9,10,9,6,5
1063,William Lee,2002-05-06,"Gò Vấp , TPHCM",086439-6163,3.7343E+11,7,6,5,5,10
1064,Emma Johnson,2004-06-02,"Gò Vấp , TPHCM",089503-7880,7.70796E+11,8,6,7,10,10
1065,Amir Kaur,2002-02-09,"Gò Vấp , TPHCM",082897-2801,8.41378E+11,6,10,6,9,8
1066,Johanna Schmidt,2003-10-16,"Gò Vấp , TPHCM",083439-6661,6.86481E+11,10,9,6,10,7
1067,Matteo Bianchi,2002-11-24,"Gò Vấp , TPHCM",085092-7955,5.51646E+11,6,8,9,7,6
1068,Maria Hernandez,2001-05-31,"Gò Vấp , TPHCM",087600-8845,4.49556E+11,10,10,5,5,9
1069,Youssef Ali,2001-09-09,"Gò Vấp , TPHCM",089812-2574,5.47011E+11,5,8,9,5,9
1070,Anna Müller,2001-09-02,"Gò Vấp , TPHCM",085684-4900,8.83841E+11,10,10,7,6,6
1071,Miguel Rodriguez,2002-10-13,"Gò Vấp , TPHCM",082735-1314,7.92538E+11,7,10,5,7,8
1072,Emily Wilson,2003-03-30,"Gò Vấp , TPHCM",082444-5630,6.27574E+11,9,6,5,8,9
1073,Ahmed Hassan,2004-06-14,"Gò Vấp , TPHCM",083251-2805,8.22531E+11,10,8,7,10,8
1074,Sarah Kim,2002-01-17,"Gò Vấp , TPHCM",082064-0259,8.84358E+11,9,7,6,7,6
1075,Lukas Becker,2002-10-15,"Gò Vấp , TPHCM",084680-9884,9.352E+11,6,6,6,6,5
1076,Sofia Lopez,2001-06-17,"Gò Vấp , TPHCM",082143-5367,8.64285E+11,9,8,5,5,8
1077,Alexander Müller,2002-02-17,"Gò Vấp , TPHCM",084908-3896,8.7595E+11,5,9,9,10,6
1078,Isabella Rossi,2001-03-23,"Gò Vấp , TPHCM",088490-3573,6.61954E+11,5,6,10,7,9
1079,Liam Brown,2002-05-07,"Gò Vấp , TPHCM",080294-8990,7.90971E+11,5,5,8,9,9
1080,Leila Ali,2004-11-04,"Gò Vấp , TPHCM",084126-7691,2.1744E+11,6,6,8,7,5
1081,Chiara Bianchi,2002-12-19,"Quận 9 , TPHCM",086642-4832,8.0155E+11,7,10,9,8,9
1082,Ahmed Al-Sayed,2002-09-12,"Quận 9 , TPHCM",085141-4347,6.81074E+11,6,8,6,8,8
1083,María Fernández,2004-02-29,"Quận 9 , TPHCM",087928-1918,8.58984E+11,9,9,10,7,6
1084,Lucas Martin,2001-10-12,"Quận 9 , TPHCM",088562-9546,1.5542E+11,9,5,8,10,9
1085,Sofia Garcia,2002-11-05,"Quận 9 , TPHCM",086218-3568,5.09885E+11,7,7,9,9,9
1086,Emma Müller,2004-08-11,"Quận 9 , TPHCM",087324-1751,3.62517E+11,7,8,5,7,5
1087,Ali Hassan,2004-06-30,"Quận 9 , TPHCM",085886-5304,9.79271E+11,8,8,7,7,6
1088,Johanna Weber,2002-01-02,"Quận 9 , TPHCM",084737-9539,1.02229E+11,10,9,8,8,8
1089,Matteo Ferrari,2002-05-06,"Quận 9 , TPHCM",082641-2538,8.52147E+11,9,7,7,8,8
1090,Maxime Dubois,2001-03-03,"Quận 9 , TPHCM",082643-9666,7.01444E+11,10,10,8,6,7
1091,Elisa Müller,2001-01-17,"Quận 9 , TPHCM",086416-5244,9.37924E+11,5,6,8,8,6
1092,Lucas Kim,2001-11-28,"Quận 9 , TPHCM",087098-2957,6.95582E+11,7,8,8,9,9
1093,Sofia Rodriguez,2001-11-11,"Quận 9 , TPHCM",084864-3710,3.94805E+11,6,10,9,10,10
1094,William Lee,2003-04-27,"Quận 9 , TPHCM",087337-0240,4.88223E+11,9,6,10,10,5
1095,Emma Johnson,2001-03-06,"Quận 9 , TPHCM",087614-7003,5.75768E+11,5,7,6,8,8
1096,Amir Kaur,2003-11-24,"Quận 9 , TPHCM",085101-4584,4.85417E+11,8,7,5,6,6
1097,Johanna Schmidt,2004-05-26,"Quận 9 , TPHCM",089852-3706,1.44032E+11,10,8,10,5,10
1098,Matteo Bianchi,2004-02-17,"Quận 9 , TPHCM",081180-6051,8.88178E+11,6,5,10,5,6
1099,Maria Hernandez,2003-08-13,"Quận 9 , TPHCM",081614-4141,3.70092E+11,8,7,10,6,5
1100,Youssef Ali,2001-01-29,"Quận 9 , TPHCM",088893-1089,3.33423E+11,8,9,7,7,10
1101,Anna Müller,2003-03-07,"Quận 9 , TPHCM",082766-9282,4.26338E+11,6,6,10,9,8
1102,Miguel Rodriguez,2003-08-06,"Quận 9 , TPHCM",080382-4814,6.71801E+11,7,10,8,7,7
1103,Emily Wilson,2004-05-12,"Quận 9 , TPHCM",086863-0911,3.30952E+11,9,8,8,6,6
1104,Ahmed Hassan,2002-10-09,"Quận 9 , TPHCM",080526-3337,7.67255E+11,9,8,8,8,8
1105,Sarah Kim,2003-03-06,"Quận 9 , TPHCM",086520-4790,1.57496E+11,5,5,8,9,7
1106,Lukas Becker,2003-08-08,"Quận 9 , TPHCM",088739-1545,3.0371E+11,9,10,7,10,10
1107,Sofia Lopez,2002-05-28,"Quận 9 , TPHCM",081562-4430,1.17631E+11,7,8,7,8,9
1108,Alexander Müller,2002-02-24,"Quận 9 , TPHCM",087350-9398,6.62827E+11,7,5,9,8,10
1109,Isabella Rossi,2003-10-20,"Quận 9 , TPHCM",086601-8988,9.01327E+11,8,5,5,6,10
1110,Liam Brown,2001-11-02,"Quận 9 , TPHCM",083033-1969,9.36296E+11,8,8,6,10,8
1111,Leila Ali,2001-03-30,"Quận 9 , TPHCM",088095-5897,4.23636E+11,9,5,9,10,8
1112,Chiara Bianchi,2003-07-02,"Quận 9 , TPHCM",085593-1397,2.4473E+11,7,5,8,7,5
1113,Ahmed Al-Sayed,2003-12-08,"Quận 9 , TPHCM",087655-8299,3.81169E+11,6,9,10,9,8
1114,María Fernández,2003-11-01,"Quận 9 , TPHCM",083955-0245,2.15405E+11,10,5,9,5,8
1115,Lucas Martin,2002-05-28,"Quận 9 , TPHCM",080381-6312,2.2734E+11,9,8,6,7,7
1116,Sofia Garcia,2004-03-27,"Quận 9 , TPHCM",082607-0427,8.94622E+11,5,6,8,10,7
1117,Emma Müller,2002-01-27,"Quận 9 , TPHCM",089156-1715,8.24034E+11,7,6,7,6,7
1118,Ali Hassan,2003-08-09,"Quận 9 , TPHCM",084376-5979,4.75897E+11,10,10,7,6,7
1119,Johanna Weber,2002-06-12,"Quận 9 , TPHCM",083912-5309,6.96899E+11,6,6,10,7,10
1120,Matteo Ferrari,2001-06-10,"Quận 9 , TPHCM",085509-2779,6.17578E+11,9,7,7,9,6
1121,Maxime Dubois,2001-02-23,"Quận 9 , TPHCM",087612-7028,7.0558E+11,10,5,10,10,8
1122,Elisa Müller,2004-11-09,"Quận 9 , TPHCM",088478-4028,5.45323E+11,7,5,6,6,9
1123,Lucas Kim,2002-03-19,"Quận 9 , TPHCM",089162-1088,5.05702E+11,5,9,6,7,6
1124,Sofia Rodriguez,2002-08-16,"Quận 9 , TPHCM",089939-2143,8.45151E+11,5,6,8,9,8
1125,William Lee,2004-08-03,"Quận 9 , TPHCM",083728-9576,8.0657E+11,10,5,10,9,5
1126,Emma Johnson,2004-08-25,"Quận 9 , TPHCM",087780-4722,1.3658E+11,6,5,6,6,9
1127,Amir Kaur,2001-06-16,"Quận 9 , TPHCM",087076-4344,2.90414E+11,5,5,7,10,5
1128,Johanna Schmidt,2003-12-23,"Quận 9 , TPHCM",088051-8106,8.35488E+11,5,6,9,7,8
1129,Matteo Bianchi,2003-08-29,"Quận 9 , TPHCM",081200-8601,3.86738E+11,10,10,10,7,8
1130,Maria Hernandez,2001-01-30,"Quận 9 , TPHCM",081645-5449,8.41949E+11,7,10,5,7,6
1131,Youssef Ali,2002-08-15,"Quận 9 , TPHCM",088423-9019,6.89451E+11,6,10,7,5,6
1132,Anna Müller,2001-02-01,"Quận 9 , TPHCM",084836-6821,7.49662E+11,5,7,10,10,8
1133,Miguel Rodriguez,2003-04-21,"Quận 9 , TPHCM",088697-4127,7.06226E+11,5,8,10,7,7
1134,Emily Wilson,2001-03-23,"Quận 9 , TPHCM",081921-6954,4.76243E+11,8,8,7,5,6
1135,Ahmed Hassan,2001-03-21,"Quận 9 , TPHCM",087225-3793,5.22049E+11,8,6,7,9,7
1136,Sarah Kim,2002-02-21,"Quận 9 , TPHCM",085070-1893,2.73812E+11,8,7,5,8,8
1137,Lukas Becker,2001-05-06,"Quận 9 , TPHCM",083133-7674,6.16872E+11,8,10,6,6,8
1138,Sofia Lopez,2003-02-28,"Quận 9 , TPHCM",081939-1179,5.34788E+11,7,9,10,10,8
1139,Alexander Müller,2004-08-18,"Quận 9 , TPHCM",088142-5124,6.17869E+11,8,8,7,10,5
1140,Isabella Rossi,2001-11-23,"Quận 9 , TPHCM",082811-5779,5.9663E+11,8,6,7,5,7
1141,Liam Brown,2003-08-03,"Quận 9 , TPHCM",089767-8298,5.00808E+11,5,8,6,5,9
1142,Leila Ali,2002-09-10,"Quận 9 , TPHCM",082089-7709,5.13382E+11,7,5,7,10,9
1143,Chiara Bianchi,2002-06-11,"Quận 9 , TPHCM",084098-8941,5.50023E+11,6,7,8,9,6
1144,Ahmed Al-Sayed,2004-08-19,"Quận 9 , TPHCM",081504-0325,7.26122E+11,9,9,10,10,10
1145,María Fernández,2001-10-24,"Quận 9 , TPHCM",082896-8896,8.90611E+11,5,8,6,7,8
1146,Lucas Martin,2002-07-12,"Quận 9 , TPHCM",088514-4187,2.48179E+11,9,6,6,5,10
1147,Sofia Garcia,2003-11-21,"Quận 9 , TPHCM",088388-6584,3.66018E+11,7,9,9,9,9
1148,Emma Müller,2003-09-02,"Quận 9 , TPHCM",085115-4552,4.58614E+11,6,9,10,7,9
1149,Ali Hassan,2001-04-13,"Quận 9 , TPHCM",080873-7066,3.36352E+11,5,5,7,6,5
1150,Johanna Weber,2002-05-21,"Quận 9 , TPHCM",088027-4924,4.38379E+11,7,9,9,8,5
1151,Matteo Ferrari,2001-11-05,"Quận 9 , TPHCM",080855-7144,9.60218E+11,9,8,9,5,5
1152,Maxime Dubois,2002-02-10,"Quận 9 , TPHCM",081139-8233,1.53861E+11,6,5,9,6,6
1153,Elisa Müller,2001-06-30,"Quận 9 , TPHCM",080925-2771,7.74216E+11,6,7,10,8,6
1154,Lucas Kim,2002-05-31,"Quận 9 , TPHCM",089997-1919,1.28242E+11,9,10,5,10,7
1155,Sofia Rodriguez,2004-04-17,"Quận 9 , TPHCM",082751-7785,6.56668E+11,10,5,5,6,9
1156,William Lee,2001-04-14,"Quận 9 , TPHCM",083492-5238,6.11561E+11,9,5,10,7,7
1157,Emma Johnson,2002-12-24,"Quận 9 , TPHCM",082668-2948,2.5017E+11,7,8,8,6,9
1158,Amir Kaur,2004-03-22,"Quận 9 , TPHCM",087751-2993,8.30681E+11,6,5,10,5,7
1159,Johanna Schmidt,2001-04-21,"Quận 9 , TPHCM",087470-3248,5.56705E+11,6,10,7,10,10
1160,Matteo Bianchi,2004-05-14,"Quận 9 , TPHCM",085062-1232,1.82405E+11,5,8,10,9,6
1161,Maria Hernandez,2003-10-03,"Quận 9 , TPHCM",089522-3719,4.79267E+11,6,10,5,6,5
1162,Youssef Ali,2001-11-07,"Quận 9 , TPHCM",083707-4291,1.63624E+11,8,7,9,5,9
1163,Anna Müller,2004-06-07,"Quận 9 , TPHCM",087017-5900,8.56935E+11,5,8,8,10,9
1164,Miguel Rodriguez,2002-11-13,"Quận 9 , TPHCM",081445-5907,3.66423E+11,10,7,9,10,9
1165,Emily Wilson,2003-12-20,"Quận 9 , TPHCM",085725-2736,7.79199E+11,6,8,8,7,7
1166,Ahmed Hassan,2004-05-25,"Quận 9 , TPHCM",087058-4243,1.77474E+11,6,6,10,5,6
1167,Sarah Kim,2003-11-03,"Quận 9 , TPHCM",084611-8578,7.24784E+11,8,7,5,8,6
1168,Lukas Becker,2003-03-06,"Quận 9 , TPHCM",085734-5756,8.68433E+11,8,8,9,8,8
1169,Sofia Lopez,2004-09-01,"Quận 9 , TPHCM",085118-9072,5.62699E+11,5,6,6,10,9
1170,Alexander Müller,2003-02-15,"Quận 9 , TPHCM",089546-1935,2.38595E+11,7,8,6,9,5
1171,Isabella Rossi,2004-10-10,"Quận 9 , TPHCM",083710-9507,5.96494E+11,6,10,10,6,6
1172,Liam Brown,2002-07-05,"Quận 9 , TPHCM",083701-2971,6.90551E+11,10,5,6,7,7
1173,Leila Ali,2002-02-18,"Quận 9 , TPHCM",087899-2921,6.779E+11,5,9,10,9,6
1174,Chiara Bianchi,2003-08-04,"Quận 9 , TPHCM",089907-3946,1.53196E+11,8,9,7,10,9
1175,Ahmed Al-Sayed,2003-12-22,"Quận 9 , TPHCM",083086-4579,8.40936E+11,6,5,7,8,8
1176,María Fernández,2003-08-22,"Quận 9 , TPHCM",083691-5571,9.10657E+11,9,8,7,6,8
1177,Lucas Martin,2001-04-20,"Quận 9 , TPHCM",089468-0814,5.28813E+11,8,5,6,9,6
1178,Sofia Garcia,2001-12-24,"Quận 9 , TPHCM",083032-8788,7.82277E+11,5,9,10,8,6
1179,Emma Müller,2001-03-23,"Quận 9 , TPHCM",081075-1713,2.15274E+11,9,5,9,8,5
1180,Ali Hassan,2003-02-09,"Quận 9 , TPHCM",088982-9672,6.00415E+11,5,10,8,7,10
1181,Johanna Weber,2002-09-22,"Quận 9 , TPHCM",082635-2216,1.29841E+11,6,7,5,9,7
1182,Matteo Ferrari,2001-07-28,"Quận 9 , TPHCM",083030-7597,8.42399E+11,6,6,8,7,9
1183,Sofia Garcia,2002-01-21,"Quận 9 , TPHCM",081432-1824,4.00554E+11,6,7,7,6,9
1184,Emma Müller,2000-12-22,"Quận 9 , TPHCM",084524-9960,9.08368E+11,7,6,9,10,5
1185,Ali Hassan,2001-05-17,"Quận 9 , TPHCM",085930-2739,9.46722E+11,10,9,10,9,6
1186,Johanna Weber,2001-10-31,"Quận 9 , TPHCM",083580-3065,1.2923E+11,7,10,7,9,5
1187,Matteo Ferrari,2002-06-12,"Quận 9 , TPHCM",084248-7189,6.76141E+11,8,8,8,7,6
1188,Maxime Dubois,2001-05-25,"Quận 9 , TPHCM",084490-0555,5.36783E+11,9,6,8,6,10
1189,Elisa Müller,2004-07-25,"Quận 9 , TPHCM",089886-2688,6.60526E+11,7,5,8,6,5
1190,Lucas Kim,2001-09-25,"Quận 9 , TPHCM",083159-9550,3.71611E+11,10,8,7,5,9
1191,Sofia Rodriguez,2003-03-09,"Quận 9 , TPHCM",084600-3321,6.37579E+11,8,6,6,8,8
1192,William Lee,2004-01-28,"Quận 9 , TPHCM",081312-0611,7.91141E+11,7,6,9,9,10
1193,Emma Johnson,2001-02-14,"Quận 9 , TPHCM",088002-1913,1.75895E+11,10,7,6,10,9
1194,Amir Kaur,2002-11-18,"Quận 9 , TPHCM",082169-7117,6.89159E+11,9,10,6,10,7
1195,Johanna Schmidt,2001-06-28,"Quận 9 , TPHCM",083165-8607,2.71898E+11,5,6,8,6,6
1196,Matteo Bianchi,2003-04-27,"Quận 9 , TPHCM",082600-5869,7.04047E+11,8,9,10,5,9
1197,Maria Hernandez,2003-03-17,"Quận 9 , TPHCM",083899-9555,7.88583E+11,7,5,9,6,9
1198,Youssef Ali,2003-01-22,"Quận 9 , TPHCM",081893-6032,9.92677E+11,9,6,7,9,8
1199,Anna Müller,2001-01-29,"Quận 9 , TPHCM",082769-1536,1.46785E+11,9,5,5,10,6
1200,Miguel Rodriguez,2004-09-23,"Quận 9 , TPHCM",081635-1462,9.36476E+11,9,5,8,5,9
1201,Emily Wilson,2003-11-18,"Quận 9 , TPHCM",082497-8762,8.29757E+11,7,8,6,6,5
1202,Ahmed Hassan,2004-01-23,"Quận 9 , TPHCM",083969-1862,6.97924E+11,8,10,9,7,6
1203,Sarah Kim,2003-10-30,"Quận 9 , TPHCM",083734-8059,6.36254E+11,9,5,6,10,8
1204,Lukas Becker,2004-04-22,"Quận 9 , TPHCM",086081-4842,5.13195E+11,10,10,9,9,9
1205,Sofia Lopez,2003-10-04,"Quận 9 , TPHCM",085822-0531,9.73373E+11,5,10,6,10,8
1206,Alexander Müller,2002-12-14,"Quận 9 , TPHCM",088222-2308,9.89563E+11,8,7,10,5,9
1207,Isabella Rossi,2001-12-30,"Quận 9 , TPHCM",081266-4636,8.54637E+11,10,9,9,9,10
1208,Liam Brown,2000-12-27,"Quận 9 , TPHCM",085007-3474,3.99894E+11,7,6,7,8,8
1209,Leila Ali,2001-03-04,"Quận 9 , TPHCM",087255-4657,2.13709E+11,7,5,5,8,7
1210,Chiara Bianchi,2004-03-29,"Quận 9 , TPHCM",089051-3647,8.60341E+11,6,7,9,6,5
1211,Ahmed Al-Sayed,2001-03-19,"Quận 9 , TPHCM",089460-9799,2.23887E+11,6,9,7,6,5
1212,María Fernández,2003-09-29,"Quận 9 , TPHCM",085368-5728,1.83207E+11,8,10,5,5,9
1213,Lucas Martin,2002-04-11,"Quận 9 , TPHCM",087508-5818,2.27475E+11,5,8,5,7,8
1214,Sofia Garcia,2000-12-01,"Quận 9 , TPHCM",088957-6784,8.76041E+11,6,8,6,8,5
1215,Emma Müller,2001-03-24,"Quận 9 , TPHCM",082301-7479,7.26771E+11,5,9,10,9,6
1216,Ali Hassan,2004-04-07,"Quận 9 , TPHCM",082153-9044,1.96592E+11,6,5,9,5,7
1217,Johanna Weber,2004-07-02,"Quận 9 , TPHCM",086523-2240,3.02349E+11,10,10,6,5,8
1218,Matteo Ferrari,2003-01-29,"Quận 9 , TPHCM",083199-5224,1.98471E+11,9,6,9,7,7
